dataset_name,downloads,likes,tags,success
RoboCOIN/leju_robot_pass_the_cleaner_c,887,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'RoboCoin', 'LeRobot']",True
RoboCOIN/leju_robot_pass_the_cleaner_e,842,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'RoboCoin', 'LeRobot']",True
RoboCOIN/leju_robot_pass_the_cleaner_b,836,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'RoboCoin', 'LeRobot']",True
RoboCOIN/leju_robot_pass_the_cleaner_d,758,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'RoboCoin', 'LeRobot']",True
RoboCOIN/AIRBOT_MMK2_place_the_paper_drawer,682,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/Split_aloha_basket_storage_peach,617,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'RoboCoin', 'LeRobot']",True
RoboCOIN/RMC-AIDA-L_glasses_storage,571,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/Split_aloha_basket_storage_egg_yolk_pastry,566,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/AIRBOT_MMK2_boxs_storage,525,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/AIRBOT_MMK2_place_the_cake,522,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/Split_aloha_pour_rice,499,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/RMC-AIDA-L_clean_table,475,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/AIRBOT_MMK2_storage_for_building_blocks_and_beauty_sponges,429,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/RMC-AIDA-L_stir_coffee,413,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/AIRBOT_MMK2_push_building_blocks,402,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/AIRBOT_MMK2_stacking_blocks,381,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/R1_Lite_make_a_landline_call,361,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'RoboCoin', 'LeRobot']",True
RoboCOIN/AIRBOT_MMK2_egg_storage,359,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/alpha_bot_2_recover_after_touching_an_obstacle,342,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'RoboCoin', 'LeRobot']",True
RoboCOIN/RMC-AIDA-L_food_packaging,339,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/alpha_bot_2_sticker,335,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'RoboCoin', 'LeRobot']",True
RoboCOIN/AIRBOT_MMK2_store_wet_wipes_and_bowls,317,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/AIRBOT_MMK2_place_the_glasses_case_and_gold_bars,317,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/alpha_bot_2_item_reversal,314,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'RoboCoin', 'LeRobot']",True
RoboCOIN/RMC-AIDA-L_stack_baskets,312,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/alpha_bot_2_carry_the_clothes_basket,296,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'RoboCoin', 'LeRobot']",True
RoboCOIN/RMC-AIDA-L_place_the_fruits_repeatedly,289,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/RMC-AIDA-L_fruit_storage,289,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/alpha_bot_2_move_the_table,280,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'RoboCoin', 'LeRobot']",True
RoboCOIN/Split_aloha_plate_storage,265,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/R1_Lite_peach_storage,264,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/RMC-AIDA-L_food_storage,262,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/RMC-AIDA-L_pour_coffee_beans,259,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/AIRBOT_MMK2_cup_storage,256,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/RMC-AIDA-L_basket_storage_orange,253,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/alpha_bot_2_operate_the_microwave_oven,252,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us', 'RoboCoin', 'LeRobot']",True
RoboCOIN/AIRBOT_MMK2_store_beauty_blender_and_building_blocks,248,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:1K<n<10K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/AIRBOT_MMK2_double-sided_tape_placement,247,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/AIRBOT_MMK2_item_storage,245,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
RoboCOIN/AIRBOT_MMK2_pour_out_the_beauty_blender,239,0,"['task_categories:robotics', 'language:en', 'language:zh', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:tabular', 'modality:timeseries', 'modality:video', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2511.17441', 'region:us', 'RoboCOIN', 'LeRobot']",True
