dataset_name,downloads,likes,tags,success
RoboCOIN/AgiBot-g1_box_storage_cardboard_box_a,28,0,[],True
RoboCOIN/AgiBot-g1_right_capture_part,28,0,[],True
RoboCOIN/alpha_bot_2_press_the_button_a,22,0,[],True
RoboCOIN/Cobot_Magic_fold_clothes,21,0,[],True
RoboCOIN/AgiBot-g1_picks_up_battery_b,20,0,[],True
RoboCOIN/R1_Lite_move_the_position_of_the_pen,20,0,[],True
RoboCOIN/Cobot_Magic_classification_of_tableware,20,0,[],True
RoboCOIN/R1_Lite_move_the_position_of_the_orange,19,0,[],True
RoboCOIN/Cobot_Magic_clean_blackboard,19,0,[],True
RoboCOIN/leju_robot_hotel_services_c,19,0,[],True
RoboCOIN/AIRBOT_MMK2_place_the_blue_and_purple_blocks,18,0,[],True
RoboCOIN/Cobot_Magic_water_bottle_storage,18,0,[],True
RoboCOIN/Cobot_Magic_pushing_magnet,18,0,[],True
RoboCOIN/R1_Lite_move_the_position_of_the_milk,17,0,[],True
RoboCOIN/AIRBOT_MMK2_place_the_shark_toys_and_gold_bars,17,0,[],True
RoboCOIN/RMC-AIDA-L_pour_coffee_beans,17,0,[],True
RoboCOIN/R1_Lite_move_the_position_of_the_glass,16,0,[],True
RoboCOIN/R1_Lite_move_the_position_of_the_rubiks_cube,16,0,[],True
RoboCOIN/AIRBOT_MMK2_mobile_phone_storage,16,0,[],True
RoboCOIN/R1_Lite_move_the_position_of_the_long_bread,16,0,[],True
RoboCOIN/RMC-AIDA-L_basket_storage_orange,16,0,[],True
RoboCOIN/AIRBOT_MMK2_pumpkin_storage,16,0,[],True
RoboCOIN/AIRBOT_MMK2_storage_item,16,0,[],True
RoboCOIN/R1_Lite_move_the_position_of_the_duck,16,0,[],True
RoboCOIN/R1_Lite_hang_clothes,15,0,[],True
RoboCOIN/RMC-AIDA-L_place_the_fruits_repeatedly,15,0,[],True
RoboCOIN/AIRBOT_MMK2_lemon_and_orange_storage,15,0,[],True
RoboCOIN/AIRBOT_MMK2_close_the_computer,15,0,[],True
RoboCOIN/AgiBot-g1_box_storage_cardboard_box_c,15,0,[],True
RoboCOIN/AgiBot-g1_left_capture_part,15,0,[],True
RoboCOIN/AgiBot-g1_box_storage_c,15,0,[],True
RoboCOIN/R1_Lite_build_blocks,15,0,[],True
RoboCOIN/Cobot_Magic_twist_bottle_cap,15,0,[],True
RoboCOIN/leju_robot_moving_parts_n,14,0,[],True
RoboCOIN/AgiBot-g1_picks_up_battery_a,14,0,[],True
RoboCOIN/Cobot_Magic_move_the_cup,14,0,[],True
RoboCOIN/Cobot_Magic_move_beverage,14,0,[],True
RoboCOIN/Cobot_Magic_place_square_pyramid,14,0,[],True
RoboCOIN/Cobot_Magic_move_the_ball_interference,14,0,[],True
RoboCOIN/Cobot_Magic_move_the_ball,14,0,[],True
RoboCOIN/R1_Lite_move_the_position_of_the_peeler,14,0,[],True
RoboCOIN/R1_Lite_move_the_position_of_the_brush,14,0,[],True
RoboCOIN/R1_Lite_move_the_position_of_the_spoon,14,0,[],True
RoboCOIN/R1_Lite_move_the_position_of_the_black_marker,14,0,[],True
RoboCOIN/R1_Lite_peach_storage,14,0,[],True
RoboCOIN/RMC-AIDA-L_pour_tea,13,0,[],True
RoboCOIN/AIRBOT_MMK2_bowl_storage_pepper,13,0,[],True
RoboCOIN/R1_Lite_stack_baskets,13,0,[],True
RoboCOIN/R1_Lite_storage_of_toiletries,13,0,[],True
RoboCOIN/AIRBOT_MMK2_place_the_yellow_block,13,0,[],True
RoboCOIN/AgiBot-g1_battery_storage_b,13,0,[],True
RoboCOIN/AgiBot-g1_storage_item_b,13,0,[],True
RoboCOIN/AIRBOT_MMK2_storage_for_building_blocks_and_beauty_sponges,13,0,[],True
